column_name,rare_value,count,percentage_within_non_missing,total_non_missing,recommendation
Name,joanNA hEss,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,sUE edWardS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,BriAn weLLs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,miCheLlE whITaKER,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tAmMy MAthis,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,kEVIN miLler,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,KevIN bAIrd,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,HoLlY weAVER,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MIChelLE MURRAY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jenNiFER Lamb,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Mrs. BRiTtNEY ACostA,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ERic PRAtT,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,taMI BEasLeY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Karen DOyLe,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,CONnIe EdWarDS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MaRY GRiFfItH,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,CliNTON VeLazquEz,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,wiLliE SChWArtz,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JOnatHan HeRnANDEz,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,emIly morALes,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,bRANdy rOBErTs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,CyNtHIa ROGers,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MrS. betH cOnlEY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DoNna mcDOnaLD,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,frAnK MatHEWs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,matThEW gardneR,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,AlEXaNdRIA allIsOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,beTty LUcaS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,isaBel ChEn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,LAuReN PIERCE,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TrAvIS OrteGa,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MITchELL EngLISh,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TaMMY nGUyeN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,AmbEr BeRRY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MonIQUE rEiD,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TracY PerkiNS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,BEnjAmIn OLivER,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,maDIsON tUckEr,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,HEATHer tayLor,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ANdREW PArker,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,COdY AlExANdEr,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,shARon lEE,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ChRistina CoX,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,briTtany MARTinez,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,AManDA saWyEr,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,eRIc HuntEr,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jAmeS SHaw,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Jose kiNg,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,james mArtinez,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JasON mckInney,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jaMes tHomAs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Lauren CoNNeR,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,SamUEL rAmIReZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,james BaRNeS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,BRIan sHArP,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,aaROn FOx,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jESSIcA peReZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JeSsIca perkinS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jEFf MooNeY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,mIRanDA ROsE,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,CYnThIA SMItH,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,aMy BROwN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tRACY perry,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,thoMaS wElls,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,WHItnEY GArzA,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,eDwArD WIllIAmS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,RichARD RoBInsoN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jordAN ADaMs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MELisSA sANCHEZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ANThoNy HaLL,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,beTHAny WILliAMs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tHomAS JOhnsOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TRACEY CarteR,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,GabrIeLlE WiLSon,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,kiM cRAiG,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,BriAN RamiRez,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,lAUREN BraDlEy,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,RHOnDA cAsE,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ambEr RoBErts,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,lAuREn LaNg,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ErIN HiLL,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jAmes CHAveZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,StepHanIE FloReS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JOSHua TaYLOr,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,KELLy HIlL,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,NicholAS waTSON,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JuliE beRg,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,dAviD Smith,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,cHarLES waRReN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,joSHuA mIllER,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JAMEs WaNG,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ANgELa praTT,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,AlExanDer HaLL,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,CarOl drAkE,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JAMEs aDamS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,sTAcEY mORGAN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DaViD tURNEr,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JosePH DAVis jR.,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,LiSa ROgeRs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,brYAN RobInSON,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TRAcY bOwmaN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,joDi Gillespie,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,miCheLE MoliNa,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,RHOnDA Bauer,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,mArY knIGhT,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,dawN evAns,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,CRyStAL BRowN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,KiRk ClArk,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jordan davidsoN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,eliZABEtH dAVIs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Samuel nEwMan,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MIcHEle paCe,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DestiNy hEberT,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Mark RiVEra,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,doUGLAs Smith Dvm,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,VicTOrIa MArtInEZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jeReMY ROBErTs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DiLlon cOnwaY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,CHriSToPHer wIlson,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,josepH JOhnSOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,maRY DUdLeY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,NICHolaS MiLler,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,aaROn MasoN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,cHrISTOPHeR YOUNG,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,WIlliAm Hall,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DAIsY YouNg,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,mrs. tInA marTin,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,BEtTy pAyNE,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DoNalD CHaVEZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,bradlEy jones,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,STEphaNIe SmitH,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,KenDRA wALKER,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,oLIviA sALAS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jonatHAN ORTIZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,haRry JoNES,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,BRaNdoN MelENDEZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ValeRIE DAY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,pAtrICiA jOHnSOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,cHRisTiNA PARker,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,hOwARd HUrsT,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,cHriStOPheR goMEz,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tAMmy hilL,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,chARLEs diAz,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MaRY MiLLS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,emIlY mIlLer,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,GrEgory MAyS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,BRandOn TAylOr,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jEsSIca braY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,roBErT aLLeN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,meLIssA ButleR,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,cHrIStoPHeR cOStA,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DeBBiE wOodS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DAviD PaUL DdS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,riCharD WATkIns,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,roNaLd wiLlIAms,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Rodney scotT,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,VIcToriA lEwiS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,WIlliaM cAREY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,sheRrY CHapman,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,mEGAn kHAN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,mIcHelle MoRENo,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tRAcY robErtS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JOShuA AlLEN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DaViD LOpEZ,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,COLiN MenDozA,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,liSa wILLiAMsOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,cYNtHIa hAHN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JasON MItChELl,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,AndReW BELl,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,RuBeN GoLden,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JaNEt kIRBY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,mElAniE VaNg,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,KRIsTeN AlEXaNdER,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,alEXAnDra wEavEr,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JEnnifEr WilLIams,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,shanNOn JoNes,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,stePhaNie smith,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MARK jAckSOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tRACY taYLOR,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ALlISon mOrEno,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,thOmAs sImPsOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DANA WasHinGtoN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,AMY pARker,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,DoRIS jOhnSOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JAmeS DaviS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ANdrEa Wade,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Robert HArdy,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,hARRy CLArk,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,amY holt,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jUAn MIlLer,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,SUsan chRISteNSen,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,CArRie MILLER,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,hEaTHer mEyeR,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,RYAn hArt,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TrAVIs LOwErY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MolLy beRG,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,LUkE clarK,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,Ms. RHonDa FarMEr DVm,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ANthoNY mcPheRSOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,mR. deaN JACKsON,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JaSon THOMPson,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TimOThY WalTOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,mICHElLE fisHer,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,dOuglAs bUrToN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,cOdy Parrish,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,REbecCA JaCkSON,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TiFfAny gRaNT,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TeResa walSh,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,dEbbiE DawSoN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,chArleS braDLEY,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,TherESA wHItE,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JeNNIfER gonZalez,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,cyNthIa EvERETT,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,dUStIN FRaZier,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,braNdON waLLaCe,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MEGan jONes,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tAMMy bOYd,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,SierRA jOHNSOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,JeNnIFER WoodS,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,jEFFery JOHnsON,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tIFfany milLer,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,MARY VAlentiNe,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,dANa JOsEph,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,LouiS stEWARt,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,tRoY MARtINEz,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,rACHel LYnch,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,SamueL dAWSOn,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,GEraLd mORrIS jr.,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,melinDa cERvAnTES,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,wIlLIE WIllIaMs,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,rEBEcca KEy,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,ANgEla Pena,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
Name,gInA EAtoN,2,0.0036,55500,Review before encoding; may need grouping into 'Other'.
